Member,Name,PartyState,bioguide,LastName,FirstName,Party,State,State_Abbrev
"Takano, Mark (Democratic - California)","Takano, Mark",Democratic - California,T000472,Takano, Mark,Democratic,California,CA
"Talcott, Burt L. (Republican - California)","Talcott, Burt L.",Republican - California,T000022,Talcott, Burt L.,Republican,California,CA
"Talent, Jim (Republican - Missouri)","Talent, Jim",Republican - Missouri,T000024,Talent, Jim,Republican,Missouri,MO
"Tallon, Robert M. (Robin) (Democratic - South Carolina)",#REF!,,T000034,#REF!,,,,
"Talmadge, Herman E. (Democratic - Georgia)","Talmadge, Herman E.",Democratic - Georgia,T000035,Talmadge, Herman E.,Democratic,Georgia,GA
"Tancredo, Thomas G. (Republican - Colorado)","Tancredo, Thomas G.",Republican - Colorado,T000458,Tancredo, Thomas G.,Republican,Colorado,CO
"Tanner, John S. (Democratic - Tennessee)","Tanner, John S.",Democratic - Tennessee,T000038,Tanner, John S.,Democratic,Tennessee,TN
"Tate, Randy (Republican - Washington)","Tate, Randy",Republican - Washington,T000048,Tate, Randy,Republican,Washington,WA
"Tauke, Thomas Joseph (Republican - Iowa)","Tauke, Thomas Joseph",Republican - Iowa,T000053,Tauke, Thomas Joseph,Republican,Iowa,IA
"Tauscher, Ellen O. (Democratic - California)","Tauscher, Ellen O.",Democratic - California,T000057,Tauscher, Ellen O.,Democratic,California,CA
"Tauzin, W. J. (Billy) (Democratic - Louisiana)",#REF!,,T000058,#REF!,,,,
"Taylor, Charles H. (Republican - North Carolina)","Taylor, Charles H.",Republican - North Carolina,T000067,Taylor, Charles H.,Republican,North Carolina,NC
"Taylor, G. (Republican - Missouri)","Taylor, G.",Republican - Missouri,T000075,Taylor, G.,Republican,Missouri,MO
"Taylor, Gene (Democratic - Mississippi)","Taylor, Gene",Democratic - Mississippi,T000074,Taylor, Gene,Democratic,Mississippi,MS
"Taylor, Roy A. (Democratic - North Carolina)","Taylor, Roy A.",Democratic - North Carolina,T000099,Taylor, Roy A.,Democratic,North Carolina,NC
"Taylor, Scott (Republican - Virginia)","Taylor, Scott",Republican - Virginia,T000477,Taylor, Scott,Republican,Virginia,VA
"Teague, Charles M. (Republican - California)","Teague, Charles M.",Republican - California,T000109,Teague, Charles M.,Republican,California,CA
"Teague, Harry (Democratic - New Mexico)","Teague, Harry",Democratic - New Mexico,T000466,Teague, Harry,Democratic,New Mexico,NM
"Teague, Olin E. (Democratic - Texas)","Teague, Olin E.",Democratic - Texas,T000110,Teague, Olin E.,Democratic,Texas,TX
"Tejeda, Frank (Democratic - Texas)","Tejeda, Frank",Democratic - Texas,T000113,Tejeda, Frank,Democratic,Texas,TX
"Tenney, Claudia (Republican - New York)","Tenney, Claudia",Republican - New York,T000478,Tenney, Claudia,Republican,New York,NY
"Terry, Lee (Republican - Nebraska)","Terry, Lee",Republican - Nebraska,T000459,Terry, Lee,Republican,Nebraska,NE
"Tester, Jon (Democratic - Montana)","Tester, Jon",Democratic - Montana,T000464,Tester, Jon,Democratic,Montana,MT
"Thomas, Craig (Republican - Wyoming)","Thomas, Craig",Republican - Wyoming,T000162,Thomas, Craig,Republican,Wyoming,WY
"Thomas, Lindsay (Democratic - Georgia)","Thomas, Lindsay",Democratic - Georgia,T000184,Thomas, Lindsay,Democratic,Georgia,GA
"Thomas, William M. (Republican - California)","Thomas, William M.",Republican - California,T000188,Thomas, William M.,Republican,California,CA
"Thompson, Bennie G. (Democratic - Mississippi)","Thompson, Bennie G.",Democratic - Mississippi,T000193,Thompson, Bennie G.,Democratic,Mississippi,MS
"Thompson, Frank, Jr. (Democratic - New Jersey)","Thompson, Frank, Jr.",Democratic - New Jersey,T000200,Thompson," Frank, Jr.",Democratic,New Jersey,NJ
"Thompson, Fred (Republican - Tennessee)","Thompson, Fred",Republican - Tennessee,T000457,Thompson, Fred,Republican,Tennessee,TN
"Thompson, Glenn (Republican - Pennsylvania)","Thompson, Glenn",Republican - Pennsylvania,T000467,Thompson, Glenn,Republican,Pennsylvania,PA
"Thompson, Mike (Democratic - California)","Thompson, Mike",Democratic - California,T000460,Thompson, Mike,Democratic,California,CA
"Thomson, Vernon W. (Republican - Wisconsin)","Thomson, Vernon W.",Republican - Wisconsin,T000233,Thomson, Vernon W.,Republican,Wisconsin,WI
"Thone, Charles (Republican - Nebraska)","Thone, Charles",Republican - Nebraska,T000234,Thone, Charles,Republican,Nebraska,NE
"Thornberry, Mac (Republican - Texas)","Thornberry, Mac",Republican - Texas,T000238,Thornberry, Mac,Republican,Texas,TX
"Thornton, Ray (Democratic - Arkansas)","Thornton, Ray",Democratic - Arkansas,T000243,Thornton, Ray,Democratic,Arkansas,AR
"Thune, John (Republican - South Dakota)","Thune, John",Republican - South Dakota,T000250,Thune, John,Republican,South Dakota,SD
"Thurman, Karen L. (Democratic - Florida)","Thurman, Karen L.",Democratic - Florida,T000253,Thurman, Karen L.,Democratic,Florida,FL
"Thurmond, Strom (Republican - South Carolina)","Thurmond, Strom",Republican - South Carolina,T000254,Thurmond, Strom,Republican,South Carolina,SC
"Tiahrt, Todd (Republican - Kansas)","Tiahrt, Todd",Republican - Kansas,T000260,Tiahrt, Todd,Republican,Kansas,KS
"Tiberi, Patrick J. (Republican - Ohio)","Tiberi, Patrick J.",Republican - Ohio,T000462,Tiberi, Patrick J.,Republican,Ohio,OH
"Tiernan, Robert O. (Democratic - Rhode Island)","Tiernan, Robert O.",Democratic - Rhode Island,T000265,Tiernan, Robert O.,Democratic,Rhode Island,RI
"Tierney, John F. (Democratic - Massachusetts)","Tierney, John F.",Democratic - Massachusetts,T000266,Tierney, John F.,Democratic,Massachusetts,MA
"Tillis, Thom (Republican - North Carolina)","Tillis, Thom",Republican - North Carolina,T000476,Tillis, Thom,Republican,North Carolina,NC
"Tipton, Scott R. (Republican - Colorado)","Tipton, Scott R.",Republican - Colorado,T000470,Tipton, Scott R.,Republican,Colorado,CO
"Titus, Dina (Democratic - Nevada)","Titus, Dina",Democratic - Nevada,T000468,Titus, Dina,Democratic,Nevada,NV
"Tonko, Paul (Democratic - New York)","Tonko, Paul",Democratic - New York,T000469,Tonko, Paul,Democratic,New York,NY
"Tonry, Richard A. (Democratic - Louisiana)","Tonry, Richard A.",Democratic - Louisiana,T000310,Tonry, Richard A.,Democratic,Louisiana,LA
"Toomey, Pat (Republican - Pennsylvania)","Toomey, Pat",Republican - Pennsylvania,T000461,Toomey, Pat,Republican,Pennsylvania,PA
"Torkildsen, Peter G. (Republican - Massachusetts)","Torkildsen, Peter G.",Republican - Massachusetts,T000314,Torkildsen, Peter G.,Republican,Massachusetts,MA
"Torres, Estaban Edward (Democratic - California)","Torres, Estaban Edward",Democratic - California,T000316,Torres, Estaban Edward,Democratic,California,CA
"Torres, Norma J. (Democratic - California)","Torres, Norma J.",Democratic - California,T000474,Torres, Norma J.,Democratic,California,CA
"Torricelli, Robert G. (Democratic - New Jersey)","Torricelli, Robert G.",Democratic - New Jersey,T000317,Torricelli, Robert G.,Democratic,New Jersey,NJ
"Towell, David (Republican - Nevada)","Towell, David",Republican - Nevada,T000321,Towell, David,Republican,Nevada,NV
"Tower, John G. (Republican - Texas)","Tower, John G.",Republican - Texas,T000322,Tower, John G.,Republican,Texas,TX
"Towns, Edolphus (Democratic - New York)","Towns, Edolphus",Democratic - New York,T000326,Towns, Edolphus,Democratic,New York,NY
"Traficant, James A., Jr. (Democratic - Ohio)","Traficant, James A., Jr.",Democratic - Ohio,T000350,Traficant," James A., Jr.",Democratic,Ohio,OH
"Traxler, Bob (Democratic - Michigan)","Traxler, Bob",Democratic - Michigan,T000356,Traxler, Bob,Democratic,Michigan,MI
"Treen, David C. (Republican - Louisiana)","Treen, David C.",Republican - Louisiana,T000362,Treen, David C.,Republican,Louisiana,LA
"Trible, Paul S., Jr. (Republican - Virginia)","Trible, Paul S., Jr.",Republican - Virginia,T000367,Trible," Paul S., Jr.",Republican,Virginia,VA
"Trott, David A. (Republican - Michigan)","Trott, David A.",Republican - Michigan,T000475,Trott, David A.,Republican,Michigan,MI
"Tsongas, Niki (Democratic - Massachusetts)","Tsongas, Niki",Democratic - Massachusetts,T000465,Tsongas, Niki,Democratic,Massachusetts,MA
"Tsongas, Paul E. (Democratic - Massachusetts)","Tsongas, Paul E.",Democratic - Massachusetts,T000393,Tsongas, Paul E.,Democratic,Massachusetts,MA
"Tucker, James G., Jr. (Jim Guy) (Democratic - Arkansas)",#REF!,,T000400,#REF!,,,,
"Tucker, Walter R., III (Democratic - California)","Tucker, Walter R., III",Democratic - California,T000405,Tucker," Walter R., III",Democratic,California,CA
"Tunney, John V. (Democratic - California)","Tunney, John V.",Democratic - California,T000410,Tunney, John V.,Democratic,California,CA
"Turner, Jim (Democratic - Texas)","Turner, Jim",Democratic - Texas,T000424,Turner, Jim,Democratic,Texas,TX
"Turner, Michael R. (Republican - Ohio)","Turner, Michael R.",Republican - Ohio,T000463,Turner, Michael R.,Republican,Ohio,OH
"Turner, Robert L. (Republican - New York)","Turner, Robert L.",Republican - New York,T000471,Turner, Robert L.,Republican,New York,NY
"Udall, Mark (Democratic - Colorado)","Udall, Mark",Democratic - Colorado,U000038,Udall, Mark,Democratic,Colorado,CO
"Udall, Morris K. (Democratic - Arizona)","Udall, Morris K.",Democratic - Arizona,U000001,Udall, Morris K.,Democratic,Arizona,AZ
"Udall, Tom (Democratic - New Mexico)","Udall, Tom",Democratic - New Mexico,U000039,Udall, Tom,Democratic,New Mexico,NM
"Ullman, Al (Democratic - Oregon)","Ullman, Al",Democratic - Oregon,U000004,Ullman, Al,Democratic,Oregon,OR
"Underwood, Robert A. (Democratic - Guam)","Underwood, Robert A.",Democratic - Guam,U000014,Underwood, Robert A.,Democratic,Guam,
"Unsoeld, Jolene (Democratic - Washington)","Unsoeld, Jolene",Democratic - Washington,U000017,Unsoeld, Jolene,Democratic,Washington,WA
"Upton, Fred (Republican - Michigan)","Upton, Fred",Republican - Michigan,U000031,Upton, Fred,Republican,Michigan,MI
"Valadao, David G. (Republican - California)","Valadao, David G.",Republican - California,V000129,Valadao, David G.,Republican,California,CA
"Valentine, Tim (Democratic - North Carolina)","Valentine, Tim",Democratic - North Carolina,V000006,Valentine, Tim,Democratic,North Carolina,NC
"Van Deerlin, Lionel (Democratic - California)","Van Deerlin, Lionel",Democratic - California,V000024,Van Deerlin, Lionel,Democratic,California,CA
"Van Hollen, Chris (Democratic - Maryland)","Van Hollen, Chris",Democratic - Maryland,V000128,Van Hollen, Chris,Democratic,Maryland,MD
"Vander Jagt, Guy (Republican - Michigan)","Vander Jagt, Guy",Republican - Michigan,V000027,Vander Jagt, Guy,Republican,Michigan,MI
"Vander Veen, Richard F. (Democratic - Michigan)","Vander Veen, Richard F.",Democratic - Michigan,V000029,Vander Veen, Richard F.,Democratic,Michigan,MI
"Vandergriff, Tommy J. (Democratic - Texas)","Vandergriff, Tommy J.",Democratic - Texas,V000026,Vandergriff, Tommy J.,Democratic,Texas,TX
"Vanik, Charles A. (Democratic - Ohio)","Vanik, Charles A.",Democratic - Ohio,V000047,Vanik, Charles A.,Democratic,Ohio,OH
"Vargas, Juan (Democratic - California)","Vargas, Juan",Democratic - California,V000130,Vargas, Juan,Democratic,California,CA
"Veasey, Marc A. (Democratic - Texas)","Veasey, Marc A.",Democratic - Texas,V000131,Veasey, Marc A.,Democratic,Texas,TX
"Vela, Filemon (Democratic - Texas)","Vela, Filemon",Democratic - Texas,V000132,Vela, Filemon,Democratic,Texas,TX
"Velazquez, Nydia M. (Democratic - New York)","Velazquez, Nydia M.",Democratic - New York,V000081,Velazquez, Nydia M.,Democratic,New York,NY
"Vento, Bruce F. (Democratic - Minnesota)","Vento, Bruce F.",Democratic - Minnesota,V000087,Vento, Bruce F.,Democratic,Minnesota,MN
"Veysey, Victor V. (Republican - California)","Veysey, Victor V.",Republican - California,V000093,Veysey, Victor V.,Republican,California,CA
"Vigorito, Joseph P. (Democratic - Pennsylvania)","Vigorito, Joseph P.",Democratic - Pennsylvania,V000098,Vigorito, Joseph P.,Democratic,Pennsylvania,PA
"Visclosky, Peter J. (Democratic - Indiana)","Visclosky, Peter J.",Democratic - Indiana,V000108,Visclosky, Peter J.,Democratic,Indiana,IN
"Vitter, David (Republican - Louisiana)","Vitter, David",Republican - Louisiana,V000127,Vitter, David,Republican,Louisiana,LA
"Voinovich, George V. (Republican - Ohio)","Voinovich, George V.",Republican - Ohio,V000126,Voinovich, George V.,Republican,Ohio,OH
"Volkmer, Harold L. (Democratic - Missouri)","Volkmer, Harold L.",Democratic - Missouri,V000112,Volkmer, Harold L.,Democratic,Missouri,MO
"Vucanovich, Barbara F. (Republican - Nevada)","Vucanovich, Barbara F.",Republican - Nevada,V000124,Vucanovich, Barbara F.,Republican,Nevada,NV
"Waggonner, Joe D., Jr. (Democratic - Louisiana)","Waggonner, Joe D., Jr.",Democratic - Louisiana,W000018,Waggonner," Joe D., Jr.",Democratic,Louisiana,LA
"Wagner, Ann (Republican - Missouri)","Wagner, Ann",Republican - Missouri,W000812,Wagner, Ann,Republican,Missouri,MO
"Walberg, Tim (Republican - Michigan)","Walberg, Tim",Republican - Michigan,W000798,Walberg, Tim,Republican,Michigan,MI
"Walden, Greg (Republican - Oregon)","Walden, Greg",Republican - Oregon,W000791,Walden, Greg,Republican,Oregon,OR
"Waldholtz, Enid Greene (Republican - Utah)","Waldholtz, Enid Greene",Republican - Utah,G000408,Waldholtz, Enid Greene,Republican,Utah,UT
"Waldie, Jerome R. (Democratic - California)","Waldie, Jerome R.",Democratic - California,W000035,Waldie, Jerome R.,Democratic,California,CA
"Waldon, Alton R., Jr. (Democratic - New York)","Waldon, Alton R., Jr.",Democratic - New York,W000038,Waldon," Alton R., Jr.",Democratic,New York,NY
"Walgren, Doug (Democratic - Pennsylvania)","Walgren, Doug",Democratic - Pennsylvania,W000044,Walgren, Doug,Democratic,Pennsylvania,PA
"Walker, Mark (Republican - North Carolina)","Walker, Mark",Republican - North Carolina,W000819,Walker, Mark,Republican,North Carolina,NC
"Walker, Robert S. (Republican - Pennsylvania)","Walker, Robert S.",Republican - Pennsylvania,W000068,Walker, Robert S.,Republican,Pennsylvania,PA
"Wallop, Malcolm (Republican - Wyoming)","Wallop, Malcolm",Republican - Wyoming,W000092,Wallop, Malcolm,Republican,Wyoming,WY
"Walorski, Jackie (Republican - Indiana)","Walorski, Jackie",Republican - Indiana,W000813,Walorski, Jackie,Republican,Indiana,IN
"Walsh, James T. (Republican - New York)","Walsh, James T.",Republican - New York,W000099,Walsh, James T.,Republican,New York,NY
"Walsh, Joe (Republican - Illinois)","Walsh, Joe",Republican - Illinois,W000811,Walsh, Joe,Republican,Illinois,IL
"Walsh, John E. (Democratic - Montana)","Walsh, John E.",Democratic - Montana,W000818,Walsh, John E.,Democratic,Montana,MT
"Walsh, William F. (Republican - New York)","Walsh, William F.",Republican - New York,W000107,Walsh, William F.,Republican,New York,NY
"Walters, Mimi (Republican - California)","Walters, Mimi",Republican - California,W000820,Walters, Mimi,Republican,California,CA
"Walz, Timothy J. (Democratic - Minnesota)","Walz, Timothy J.",Democratic - Minnesota,W000799,Walz, Timothy J.,Democratic,Minnesota,MN
"Wamp, Zach (Republican - Tennessee)","Wamp, Zach",Republican - Tennessee,W000119,Wamp, Zach,Republican,Tennessee,TN
"Wampler, William C. (Republican - Virginia)","Wampler, William C.",Republican - Virginia,W000121,Wampler, William C.,Republican,Virginia,VA
"Ward, Mike (Democratic - Kentucky)","Ward, Mike",Democratic - Kentucky,W000139,Ward, Mike,Democratic,Kentucky,KY
"Ware, John H. (Republican - Pennsylvania)","Ware, John H.",Republican - Pennsylvania,W000147,Ware, John H.,Republican,Pennsylvania,PA
"Warner, John (Republican - Virginia)","Warner, John",Republican - Virginia,W000154,Warner, John,Republican,Virginia,VA
"Warner, Mark R. (Democratic - Virginia)","Warner, Mark R.",Democratic - Virginia,W000805,Warner, Mark R.,Democratic,Virginia,VA
"Warren, Elizabeth (Democratic - Massachusetts)","Warren, Elizabeth",Democratic - Massachusetts,W000817,Warren, Elizabeth,Democratic,Massachusetts,MA
"Washington, Craig A. (Democratic - Texas)","Washington, Craig A.",Democratic - Texas,W000177,Washington, Craig A.,Democratic,Texas,TX
"Washington, Harold (Democratic - Illinois)","Washington, Harold",Democratic - Illinois,W000180,Washington, Harold,Democratic,Illinois,IL
"Wasserman Schultz, Debbie (Democratic - Florida)","Wasserman Schultz, Debbie",Democratic - Florida,W000797,Wasserman Schultz, Debbie,Democratic,Florida,FL
"Waters, Maxine (Democratic - California)","Waters, Maxine",Democratic - California,W000187,Waters, Maxine,Democratic,California,CA
"Watkins, Wes (Democratic - Oklahoma)","Watkins, Wes",Democratic - Oklahoma,W000194,Watkins, Wes,Democratic,Oklahoma,OK
"Watson Coleman, Bonnie (Democratic - New Jersey)","Watson Coleman, Bonnie",Democratic - New Jersey,W000822,Watson Coleman, Bonnie,Democratic,New Jersey,NJ
"Watson, Diane E. (Democratic - California)","Watson, Diane E.",Democratic - California,W000794,Watson, Diane E.,Democratic,California,CA
"Watt, Melvin L. (Democratic - North Carolina)","Watt, Melvin L.",Democratic - North Carolina,W000207,Watt, Melvin L.,Democratic,North Carolina,NC
"Watts, J. C., Jr. (Republican - Oklahoma)","Watts, J. C., Jr.",Republican - Oklahoma,W000210,Watts," J. C., Jr.",Republican,Oklahoma,OK
"Waxman, Henry A. (Democratic - California)","Waxman, Henry A.",Democratic - California,W000215,Waxman, Henry A.,Democratic,California,CA
"Weaver, James H. (Democratic - Oregon)","Weaver, James H.",Democratic - Oregon,W000227,Weaver, James H.,Democratic,Oregon,OR
"Webb, Jim (Democratic - Virginia)","Webb, Jim",Democratic - Virginia,W000803,Webb, Jim,Democratic,Virginia,VA
"Weber, Ed (Republican - Ohio)","Weber, Ed",Republican - Ohio,W000235,Weber, Ed,Republican,Ohio,OH
"Weber, Randy K., Sr. (Republican - Texas)","Weber, Randy K., Sr.",Republican - Texas,W000814,Weber," Randy K., Sr.",Republican,Texas,TX
"Weber, Vin (Republican - Minnesota)","Weber, Vin",Republican - Minnesota,W000237,Weber, Vin,Republican,Minnesota,MN
"Webster, Daniel (Republican - Florida)","Webster, Daniel",Republican - Florida,W000806,Webster, Daniel,Republican,Florida,FL
"Weicker, Lowell P., Jr. (Republican - Connecticut)","Weicker, Lowell P., Jr.",Republican - Connecticut,W000253,Weicker," Lowell P., Jr.",Republican,Connecticut,CT
"Weiner, Anthony D. (Democratic - New York)","Weiner, Anthony D.",Democratic - New York,W000792,Weiner, Anthony D.,Democratic,New York,NY
"Weiss, Ted (Democratic - New York)","Weiss, Ted",Democratic - New York,W000258,Weiss, Ted,Democratic,New York,NY
