All,Name,Party,State,bioguide
"Carter, Tim Lee (Republican - Kentucky)","Carter, Tim Lee ",Republican , Kentucky),C000201
"Chandler, Ben (Democratic - Kentucky)","Chandler, Ben ",Democratic , Kentucky),C001058
"Comer, James (Republican - Kentucky)","Comer, James ",Republican , Kentucky),C001108
"Cook, Marlow W. (Republican - Kentucky)","Cook, Marlow W. ",Republican , Kentucky),C000721
"Davis, Geoff (Republican - Kentucky)","Davis, Geoff ",Republican , Kentucky),D000603
"Fletcher, Ernie (Republican - Kentucky)","Fletcher, Ernie ",Republican , Kentucky),F000441
"Ford, Wendell H. (Democratic - Kentucky)","Ford, Wendell H. ",Democratic , Kentucky),F000268
"Guthrie, Brett (Republican - Kentucky)","Guthrie, Brett ",Republican , Kentucky),G000558
"Hopkins, Larry J. (Republican - Kentucky)","Hopkins, Larry J. ",Republican , Kentucky),H000776
"Hubbard, Carroll, Jr. (Democratic - Kentucky)","Hubbard, Carroll, Jr. ",Democratic , Kentucky),H000878
"Lewis, Ron (Republican - Kentucky)","Lewis, Ron ",Republican , Kentucky),L000293
"Lucas, Ken (Democratic - Kentucky)","Lucas, Ken ",Democratic , Kentucky),L000558
"Massie, Thomas (Republican - Kentucky)","Massie, Thomas ",Republican , Kentucky),M001184
"Mazzoli, Romano L. (Democratic - Kentucky)","Mazzoli, Romano L. ",Democratic , Kentucky),M000291
"McConnell, Mitch (Republican - Kentucky)","McConnell, Mitch ",Republican , Kentucky),M000355
"Natcher, William H. (Democratic - Kentucky)","Natcher, William H. ",Democratic , Kentucky),N000009
"Northup, Anne M. (Republican - Kentucky)","Northup, Anne M. ",Republican , Kentucky),N000143
"Paul, Rand (Republican - Kentucky)","Paul, Rand ",Republican , Kentucky),P000603
"Perkins, Carl C. (Democratic - Kentucky)","Perkins, Carl C. ",Democratic , Kentucky),P000229
"Perkins, Carl Dewey (Democratic - Kentucky)","Perkins, Carl Dewey ",Democratic , Kentucky),P000230
"Rogers, Harold (Republican - Kentucky)","Rogers, Harold ",Republican , Kentucky),R000395
"Stubblefield, Frank A. (Democratic - Kentucky)","Stubblefield, Frank A. ",Democratic , Kentucky),S001037
"Ward, Mike (Democratic - Kentucky)","Ward, Mike ",Democratic , Kentucky),W000139
"Whitfield, Ed (Republican - Kentucky)","Whitfield, Ed ",Republican , Kentucky),W000413
"Yarmuth, John A. (Democratic - Kentucky)","Yarmuth, John A. ",Democratic , Kentucky),Y000062
"Abraham, Ralph Lee (Republican - Louisiana)","Abraham, Ralph Lee ",Republican , Louisiana),A000374
"Alexander, Rodney (Democratic - Louisiana)","Alexander, Rodney ",Democratic , Louisiana),A000361
"Baker, Richard H. (Republican - Louisiana)","Baker, Richard H. ",Republican , Louisiana),B000072
"Boustany, Charles W., Jr. (Republican - Louisiana)","Boustany, Charles W., Jr. ",Republican , Louisiana),B001255
"Breaux, John B. (Democratic - Louisiana)","Breaux, John B. ",Democratic , Louisiana),B000780
"Cao, Anh ""Joseph"" (Republican - Louisiana)","Cao, Anh ""Joseph"" ",Republican , Louisiana),C001079
"Cassidy, Bill (Republican - Louisiana)","Cassidy, Bill ",Republican , Louisiana),C001075
"Cazayoux, Donald J., Jr. (Democratic - Louisiana)","Cazayoux, Donald J., Jr. ",Democratic , Louisiana),C001073
"Cooksey, John (Republican - Louisiana)","Cooksey, John ",Republican , Louisiana),C000735
"Fields, Cleo (Democratic - Louisiana)","Fields, Cleo ",Democratic , Louisiana),F000110
"Fleming, John (Republican - Louisiana)","Fleming, John ",Republican , Louisiana),F000456
"Graves, Garret (Republican - Louisiana)","Graves, Garret ",Republican , Louisiana),G000577
"Hayes, James A. (Democratic - Louisiana)","Hayes, James A. ",Democratic , Louisiana),H000390
"Hebert, F. Edward (Democratic - Louisiana)","Hebert, F. Edward ",Democratic , Louisiana),H000437
"Higgins, Clay (Republican - Louisiana)","Higgins, Clay ",Republican , Louisiana),H001077
"Holloway, Clyde (Republican - Louisiana)","Holloway, Clyde ",Republican , Louisiana),H000729
"Jefferson, William J. (Democratic - Louisiana)","Jefferson, William J. ",Democratic , Louisiana),J000070
"Jindal, Bobby (Republican - Louisiana)","Jindal, Bobby ",Republican , Louisiana),J000287
"John, Christopher (Democratic - Louisiana)","John, Christopher ",Democratic , Louisiana),J000110
"Johnson, Mike (Republican - Louisiana)","Johnson, Mike ",Republican , Louisiana),J000299
"Johnston, J. Bennett (Democratic - Louisiana)","Johnston, J. Bennett ",Democratic , Louisiana),J000189
"Kennedy, John (Republican - Louisiana)","Kennedy, John ",Republican , Louisiana),K000393
"Landrieu, Mary L. (Democratic - Louisiana)","Landrieu, Mary L. ",Democratic , Louisiana),L000550
"Landry, Jeffrey M. (Republican - Louisiana)","Landry, Jeffrey M. ",Republican , Louisiana),L000574
"Livingston, Bob (Republican - Louisiana)","Livingston, Bob ",Republican , Louisiana),L000371
"Long, Gillis W. (Democratic - Louisiana)","Long, Gillis W. ",Democratic , Louisiana),L000417
"Long, Russell B. (Democratic - Louisiana)","Long, Russell B. ",Democratic , Louisiana),L000428
"McAllister, Vance M. (Republican - Louisiana)","McAllister, Vance M. ",Republican , Louisiana),M001192
"McCrery, Jim (Republican - Louisiana)","McCrery, Jim ",Republican , Louisiana),M000388
"Melancon, Charlie (Democratic - Louisiana)","Melancon, Charlie ",Democratic , Louisiana),M001161
"Moore, W. Henson (Republican - Louisiana)","Moore, W. Henson ",Republican , Louisiana),M000923
"Passman, Otto E. (Democratic - Louisiana)","Passman, Otto E. ",Democratic , Louisiana),P000098
"Rarick, John R. (Democratic - Louisiana)","Rarick, John R. ",Democratic , Louisiana),R000065
"Richmond, Cedric L. (Democratic - Louisiana)","Richmond, Cedric L. ",Democratic , Louisiana),R000588
"Roemer, Buddy (Democratic - Louisiana)","Roemer, Buddy ",Democratic , Louisiana),R000384
"Scalise, Steve (Republican - Louisiana)","Scalise, Steve ",Republican , Louisiana),S001176
"Tonry, Richard A. (Democratic - Louisiana)","Tonry, Richard A. ",Democratic , Louisiana),T000310
"Treen, David C. (Republican - Louisiana)","Treen, David C. ",Republican , Louisiana),T000362
"Vitter, David (Republican - Louisiana)","Vitter, David ",Republican , Louisiana),V000127
"Waggonner, Joe D., Jr. (Democratic - Louisiana)","Waggonner, Joe D., Jr. ",Democratic , Louisiana),W000018
"Allen, Thomas H. (Democratic - Maine)","Allen, Thomas H. ",Democratic , Maine),A000357
"Andrews, Thomas H. (Democratic - Maine)","Andrews, Thomas H. ",Democratic , Maine),A000211
"Baldacci, John Elias (Democratic - Maine)","Baldacci, John Elias ",Democratic , Maine),B000081
"Brennan, Joseph E. (Democratic - Maine)","Brennan, Joseph E. ",Democratic , Maine),B000798
"Cohen, William S. (Republican - Maine)","Cohen, William S. ",Republican , Maine),C000598
"Collins, Susan M. (Republican - Maine)","Collins, Susan M. ",Republican , Maine),C001035
"Emery, David F. (Republican - Maine)","Emery, David F. ",Republican , Maine),E000175
"Hathaway, William D. (Democratic - Maine)","Hathaway, William D. ",Democratic , Maine),H000346
"King, Angus S., Jr. (Independent - Maine)","King, Angus S., Jr. ",Independent , Maine),K000383
"Kyros, Peter N. (Democratic - Maine)","Kyros, Peter N. ",Democratic , Maine),K000356
"Longley, James B., Jr. (Republican - Maine)","Longley, James B., Jr. ",Republican , Maine),L000431
"McKernan, John R., Jr. (Republican - Maine)","McKernan, John R., Jr. ",Republican , Maine),M000512
"Michaud, Michael H. (Democratic - Maine)","Michaud, Michael H. ",Democratic , Maine),M001149
"Mitchell, George J. (Democratic - Maine)","Mitchell, George J. ",Democratic , Maine),M000811
"Muskie, Edmund S. (Democratic - Maine)","Muskie, Edmund S. ",Democratic , Maine),M001121
"Pingree, Chellie (Democratic - Maine)","Pingree, Chellie ",Democratic , Maine),P000597
"Poliquin, Bruce (Republican - Maine)","Poliquin, Bruce ",Republican , Maine),P000611
"Snowe, Olympia J. (Republican - Maine)","Snowe, Olympia J. ",Republican , Maine),S000663
"Barnes, Michael D. (Democratic - Maryland)","Barnes, Michael D. ",Democratic , Maryland),B000160
"Bartlett, Roscoe G. (Republican - Maryland)","Bartlett, Roscoe G. ",Republican , Maryland),B000208
"Bauman, Robert E. (Republican - Maryland)","Bauman, Robert E. ",Republican , Maryland),B000244
"Beall, J. Glenn, Jr. (Republican - Maryland)","Beall, J. Glenn, Jr. ",Republican , Maryland),B000272
"Bentley, Helen Delich (Republican - Maryland)","Bentley, Helen Delich ",Republican , Maryland),B000392
"Brown, Anthony G. (Democratic - Maryland)","Brown, Anthony G. ",Democratic , Maryland),B001304
"Byron, Beverly B. (Democratic - Maryland)","Byron, Beverly B. ",Democratic , Maryland),B001220
"Byron, Goodloe E. (Democratic - Maryland)","Byron, Goodloe E. ",Democratic , Maryland),B001221
"Cardin, Benjamin L. (Democratic - Maryland)","Cardin, Benjamin L. ",Democratic , Maryland),C000141
"Cummings, Elijah E. (Democratic - Maryland)","Cummings, Elijah E. ",Democratic , Maryland),C000984
"Delaney, John K. (Democratic - Maryland)","Delaney, John K. ",Democratic , Maryland),D000620
"Dyson, Roy (Democratic - Maryland)","Dyson, Roy ",Democratic , Maryland),D000593
"Edwards, Donna F. (Democratic - Maryland)","Edwards, Donna F. ",Democratic , Maryland),E000290
"Ehrlich, Robert L., Jr. (Republican - Maryland)","Ehrlich, Robert L., Jr. ",Republican , Maryland),E000093
"Gilchrest, Wayne T. (Republican - Maryland)","Gilchrest, Wayne T. ",Republican , Maryland),G000180
"Gude, Gilbert (Republican - Maryland)","Gude, Gilbert ",Republican , Maryland),G000513
"Harris, Andy (Republican - Maryland)","Harris, Andy ",Republican , Maryland),H001052
"Hogan, Lawrence J. (Republican - Maryland)","Hogan, Lawrence J. ",Republican , Maryland),H000692
"Holt, Marjorie S. (Republican - Maryland)","Holt, Marjorie S. ",Republican , Maryland),H000747
"Hoyer, Steny H. (Democratic - Maryland)","Hoyer, Steny H. ",Democratic , Maryland),H000874
"Kratovil, Frank, Jr. (Democratic - Maryland)","Kratovil, Frank, Jr. ",Democratic , Maryland),K000371
"Long, Clarence D. (Democratic - Maryland)","Long, Clarence D. ",Democratic , Maryland),L000413
"Mathias, Charles McC., Jr. (Republican - Maryland)","Mathias, Charles McC., Jr. ",Republican , Maryland),M000241
"McMillen, Thomas (Democratic - Maryland)","McMillen, Thomas ",Democratic , Maryland),M000573
"Mfume, Kweisi (Democratic - Maryland)","Mfume, Kweisi ",Democratic , Maryland),M000687
"Mikulski, Barbara A. (Democratic - Maryland)","Mikulski, Barbara A. ",Democratic , Maryland),M000702
"Mills, William O. (Republican - Maryland)","Mills, William O. ",Republican , Maryland),M000779
"Mitchell, Parren J. (Democratic - Maryland)","Mitchell, Parren J. ",Democratic , Maryland),M000826
"Morella, Constance A. (Republican - Maryland)","Morella, Constance A. ",Republican , Maryland),M000941
"Raskin, Jamie (Democratic - Maryland)","Raskin, Jamie ",Democratic , Maryland),R000606
"Ruppersberger, C. A. Dutch (Democratic - Maryland)","Ruppersberger, C. A. Dutch ",Democratic , Maryland),R000576
"Sarbanes, John P. (Democratic - Maryland)","Sarbanes, John P. ",Democratic , Maryland),S001168
"Sarbanes, Paul S. (Democratic - Maryland)","Sarbanes, Paul S. ",Democratic , Maryland),S000064
"Spellman, Gladys Noon (Democratic - Maryland)","Spellman, Gladys Noon ",Democratic , Maryland),S000716
"Steers, Newton I., Jr. (Republican - Maryland)","Steers, Newton I., Jr. ",Republican , Maryland),S000844
"Van Hollen, Chris (Democratic - Maryland)","Van Hollen, Chris ",Democratic , Maryland),V000128
"Wynn, Albert Russell (Democratic - Maryland)","Wynn, Albert Russell ",Democratic , Maryland),W000784
"Atkins, Chester G. (Democratic - Massachusetts)","Atkins, Chester G. ",Democratic , Massachusetts),A000226
"Blute, Peter I. (Republican - Massachusetts)","Blute, Peter I. ",Republican , Massachusetts),B000576
"Boland, Edward P. (Democratic - Massachusetts)","Boland, Edward P. ",Democratic , Massachusetts),B000600
"Brooke, Edward W. (Republican - Massachusetts)","Brooke, Edward W. ",Republican , Massachusetts),B000871
"Brown, Scott P. (Republican - Massachusetts)","Brown, Scott P. ",Republican , Massachusetts),B001268
"Burke, James A. (Democratic - Massachusetts)","Burke, James A. ",Democratic , Massachusetts),B001092
"Capuano, Michael E. (Democratic - Massachusetts)","Capuano, Michael E. ",Democratic , Massachusetts),C001037
"Clark, Katherine M. (Democratic - Massachusetts)","Clark, Katherine M. ",Democratic , Massachusetts),C001101
"Conte, Silvio O. (Republican - Massachusetts)","Conte, Silvio O. ",Republican , Massachusetts),C000709
"Cowan, William M. (Democratic - Massachusetts)","Cowan, William M. ",Democratic , Massachusetts),C001099
"Cronin, Paul W. (Republican - Massachusetts)","Cronin, Paul W. ",Republican , Massachusetts),C000925
"Delahunt, Bill (Democratic - Massachusetts)","Delahunt, Bill ",Democratic , Massachusetts),D000210
"Donnelly, Brian J. (Democratic - Massachusetts)","Donnelly, Brian J. ",Democratic , Massachusetts),D000416
"Donohue, Harold D. (Democratic - Massachusetts)","Donohue, Harold D. ",Democratic , Massachusetts),D000419
"Drinan, Robert F. (Democratic - Massachusetts)","Drinan, Robert F. ",Democratic , Massachusetts),D000499
"Early, Joseph D. (Democratic - Massachusetts)","Early, Joseph D. ",Democratic , Massachusetts),E000013
"Frank, Barney (Democratic - Massachusetts)","Frank, Barney ",Democratic , Massachusetts),F000339
"Harrington, Michael J. (Democratic - Massachusetts)","Harrington, Michael J. ",Democratic , Massachusetts),H000230
"Heckler, Margaret M. (Republican - Massachusetts)","Heckler, Margaret M. ",Republican , Massachusetts),H000440
"Keating, William R. (Democratic - Massachusetts)","Keating, William R. ",Democratic , Massachusetts),K000375
"Kennedy, Edward M. (Democratic - Massachusetts)","Kennedy, Edward M. ",Democratic , Massachusetts),K000105
"Kennedy, Joseph P., II (Democratic - Massachusetts)","Kennedy, Joseph P., II ",Democratic , Massachusetts),K000110
"Kennedy, Joseph P., III (Democratic - Massachusetts)","Kennedy, Joseph P., III ",Democratic , Massachusetts),K000379
"Kerry, John F. (Democratic - Massachusetts)","Kerry, John F. ",Democratic , Massachusetts),K000148
"Kirk, Paul Grattan, Jr. (Democratic - Massachusetts)","Kirk, Paul Grattan, Jr. ",Democratic , Massachusetts),K000374
"Lynch, Stephen F. (Democratic - Massachusetts)","Lynch, Stephen F. ",Democratic , Massachusetts),L000562
"Macdonald, Torbert H. (Democratic - Massachusetts)","Macdonald, Torbert H. ",Democratic , Massachusetts),M000005
"Markey, Edward J. (Democratic - Massachusetts)","Markey, Edward J. ",Democratic , Massachusetts),M000133
"Mavroules, Nicholas (Democratic - Massachusetts)","Mavroules, Nicholas ",Democratic , Massachusetts),M000264
"McGovern, James P. (Democratic - Massachusetts)","McGovern, James P. ",Democratic , Massachusetts),M000312
"Meehan, Martin T. (Democratic - Massachusetts)","Meehan, Martin T. ",Democratic , Massachusetts),M000627
"Moakley, John Joseph (Democratic - Massachusetts)","Moakley, John Joseph ",Democratic , Massachusetts),M000834
"Moulton, Seth (Democratic - Massachusetts)","Moulton, Seth ",Democratic , Massachusetts),M001196
"Neal, Richard E. (Democratic - Massachusetts)","Neal, Richard E. ",Democratic , Massachusetts),N000015
"O'Neill, Thomas P., Jr. (Democratic - Massachusetts)","O'Neill, Thomas P., Jr. ",Democratic , Massachusetts),O000098
"Olver, John W. (Democratic - Massachusetts)","Olver, John W. ",Democratic , Massachusetts),O000085
"Shannon, James M. (Democratic - Massachusetts)","Shannon, James M. ",Democratic , Massachusetts),S000286
"Studds, Gerry E. (Democratic - Massachusetts)","Studds, Gerry E. ",Democratic , Massachusetts),S001040
"Tierney, John F. (Democratic - Massachusetts)","Tierney, John F. ",Democratic , Massachusetts),T000266
"Torkildsen, Peter G. (Republican - Massachusetts)","Torkildsen, Peter G. ",Republican , Massachusetts),T000314
"Tsongas, Niki (Democratic - Massachusetts)","Tsongas, Niki ",Democratic , Massachusetts),T000465
"Tsongas, Paul E. (Democratic - Massachusetts)","Tsongas, Paul E. ",Democratic , Massachusetts),T000393
"Warren, Elizabeth (Democratic - Massachusetts)","Warren, Elizabeth ",Democratic , Massachusetts),W000817
"Abraham, Spencer (Republican - Michigan)","Abraham, Spencer ",Republican , Michigan),A000355
"Albosta, Donald J. (Democratic - Michigan)","Albosta, Donald J. ",Democratic , Michigan),A000076
"Amash, Justin (Republican - Michigan)","Amash, Justin ",Republican , Michigan),A000367
"Barcia, James A. (Democratic - Michigan)","Barcia, James A. ",Democratic , Michigan),B000134
"Benishek, Dan (Republican - Michigan)","Benishek, Dan ",Republican , Michigan),B001271
"Bentivolio, Kerry L. (Republican - Michigan)","Bentivolio, Kerry L. ",Republican , Michigan),B001280
"Bergman, Jack (Republican - Michigan)","Bergman, Jack ",Republican , Michigan),B001301
"Bishop, Mike (Republican - Michigan)","Bishop, Mike ",Republican , Michigan),B001293
"Blanchard, James (Democratic - Michigan)","Blanchard, James ",Democratic , Michigan),B000538
"Bonior, David E. (Democratic - Michigan)","Bonior, David E. ",Democratic , Michigan),B000619
"Brodhead, William (Democratic - Michigan)","Brodhead, William ",Democratic , Michigan),B000862
"Broomfield, William S. (Republican - Michigan)","Broomfield, William S. ",Republican , Michigan),B000890
"Brown, Garry E. (Republican - Michigan)","Brown, Garry E. ",Republican , Michigan),B000917
"Camp, Dave (Republican - Michigan)","Camp, Dave ",Republican , Michigan),C000071
"Carr, Bob (Democratic - Michigan)","Carr, Bob ",Democratic , Michigan),C000178
"Cederberg, Elford A. (Republican - Michigan)","Cederberg, Elford A. ",Republican , Michigan),C000263
"Chamberlain, Charles E. (Republican - Michigan)","Chamberlain, Charles E. ",Republican , Michigan),C000275
